image1,image2,similarity
nunchaku_15,nunchaku_8,475.016841806688
nunchaku_15,nunchaku_9,438.092455995307
nunchaku_15,nunchaku_10,130.0
nunchaku_15,nunchaku_11,490.315204740787
nunchaku_15,nunchaku_12,584.195172866055
nunchaku_15,nunchaku_13,603.067160439034
nunchaku_15,nunchaku_14,221.199005422719
nunchaku_16,nunchaku_1,653.287073192176
nunchaku_16,nunchaku_2,86.2844134244419
nunchaku_16,nunchaku_3,156.236999459155
nunchaku_16,nunchaku_4,605.85476807565
nunchaku_16,nunchaku_5,542.476727611425
nunchaku_16,nunchaku_6,629.317090185862
nunchaku_16,nunchaku_7,517.604095810688
nunchaku_16,nunchaku_8,533.892311238886
nunchaku_16,nunchaku_9,547.752681417444
nunchaku_16,nunchaku_10,103.740059764779
nunchaku_16,nunchaku_11,584.623810668023
nunchaku_16,nunchaku_12,669.628255078891
nunchaku_16,nunchaku_13,707.74571704815
nunchaku_16,nunchaku_14,142.888068081278
nunchaku_16,nunchaku_15,140.007142674936
nunchaku_2,nunchaku_1,833.866296236993
nunchaku_3,nunchaku_1,448.001116070038
nunchaku_3,nunchaku_2,598.163857149527
nunchaku_4,nunchaku_1,788.976552249812
nunchaku_4,nunchaku_2,471.326850497614
nunchaku_4,nunchaku_3,818.912083193306
nunchaku_5,nunchaku_1,64.4049687524185
nunchaku_5,nunchaku_2,827.783184173247
nunchaku_5,nunchaku_3,488.881376204903
nunchaku_5,nunchaku_4,748.080209603222
nunchaku_6,nunchaku_1,442.51214672594
nunchaku_6,nunchaku_2,468.401537145215
nunchaku_6,nunchaku_3,500.399840127872
nunchaku_6,nunchaku_4,359.089125427101
nunchaku_6,nunchaku_5,411.92839183528
nunchaku_7,nunchaku_1,573.846669416143
nunchaku_7,nunchaku_2,460.479098331292
nunchaku_7,nunchaku_3,635.519472557686
nunchaku_7,nunchaku_4,216.092572755289
nunchaku_7,nunchaku_5,535.178474903466
nunchaku_7,nunchaku_6,146.659469520382
nunchaku_8,nunchaku_1,974.848193310117
nunchaku_8,nunchaku_2,671.252560516532
nunchaku_8,nunchaku_3,1048.43693181803
nunchaku_8,nunchaku_4,231.846932263509
nunchaku_8,nunchaku_5,926.199222629775
nunchaku_8,nunchaku_6,571.541774501217
nunchaku_8,nunchaku_7,424.985882118453
nunchaku_9,nunchaku_1,1148.37711575945
nunchaku_9,nunchaku_2,404.030939409348
nunchaku_9,nunchaku_3,993.239648826002
nunchaku_9,nunchaku_4,474.495521580552
nunchaku_9,nunchaku_5,1125.28485282616
nunchaku_9,nunchaku_6,715.813523202796
nunchaku_9,nunchaku_7,622.615451141393
nunchaku_9,nunchaku_8,537.059587010604
nunchaku_10,nunchaku_1,451.851745598045
nunchaku_10,nunchaku_2,513.24945202114
nunchaku_10,nunchaku_3,90.1387818865997
nunchaku_10,nunchaku_4,732.940652440564
nunchaku_10,nunchaku_5,482.420977984996
nunchaku_10,nunchaku_6,426.057507855454
nunchaku_10,nunchaku_7,555.598776096564
nunchaku_10,nunchaku_8,963.402823329888
nunchaku_10,nunchaku_9,905.196111348254
nunchaku_11,nunchaku_1,664.126493975357
nunchaku_11,nunchaku_2,436.862678653144
nunchaku_11,nunchaku_3,700.52337576986
nunchaku_11,nunchaku_4,128.015624046442
nunchaku_11,nunchaku_5,625.590920650228
nunchaku_11,nunchaku_6,231.077908939821
nunchaku_11,nunchaku_7,90.4433524367601
nunchaku_11,nunchaku_8,348.799369265485
nunchaku_11,nunchaku_9,545.206382941359
nunchaku_11,nunchaku_10,616.715493562469
nunchaku_12,nunchaku_1,102.107786186951
nunchaku_12,nunchaku_2,749.274982900137
nunchaku_12,nunchaku_3,434.65963695747
nunchaku_12,nunchaku_4,686.913386097549
nunchaku_12,nunchaku_5,78.6002544525143
nunchaku_12,nunchaku_6,341.562585773091
nunchaku_12,nunchaku_7,471.7393348026
nunchaku_12,nunchaku_8,874.700520178192
nunchaku_12,nunchaku_9,1051.24117118766
nunchaku_12,nunchaku_10,418.119600114608
nunchaku_12,nunchaku_11,562.026689757702
nunchaku_13,nunchaku_1,1083.01477367578
nunchaku_13,nunchaku_2,426.954330110376
nunchaku_13,nunchaku_3,981.086132814036
nunchaku_13,nunchaku_4,357.240815137352
nunchaku_13,nunchaku_5,1053.65316874197
nunchaku_13,nunchaku_6,641.848891874092
nunchaku_13,nunchaku_7,530.600603090498
nunchaku_13,nunchaku_8,401.06109260311
nunchaku_13,nunchaku_9,136.003676420897
nunchaku_13,nunchaku_10,891.18179963462
nunchaku_13,nunchaku_11,446.010089571974
nunchaku_13,nunchaku_12,982.983723161274
nunchaku_14,nunchaku_1,730.228046571754
nunchaku_14,nunchaku_2,144.678954931255
nunchaku_14,nunchaku_3,456.021929297265
nunchaku_14,nunchaku_4,535.373701259223
nunchaku_14,nunchaku_5,732.828083523005
nunchaku_14,nunchaku_6,424.570371081167
nunchaku_14,nunchaku_7,462.649975683561
nunchaku_14,nunchaku_8,755.237710922859
nunchaku_14,nunchaku_9,548.073900126616
nunchaku_14,nunchaku_10,373.310862418977
nunchaku_14,nunchaku_11,467.338207297456
nunchaku_14,nunchaku_12,654.618209340376
nunchaku_14,nunchaku_13,561.549641616839
nunchaku_15,nunchaku_1,1005.12138570423
nunchaku_15,nunchaku_2,581.243494587251
nunchaku_15,nunchaku_3,1021.13074579115
nunchaku_15,nunchaku_4,217.745264012791
nunchaku_15,nunchaku_5,962.397527012617
nunchaku_15,nunchaku_6,576.586506952773
nunchaku_15,nunchaku_7,433.664616956468
nunchaku_15,nunchaku_8,130.751673029449
nunchaku_15,nunchaku_9,407.044223641609
nunchaku_15,nunchaku_10,932.959270279255
nunchaku_15,nunchaku_11,345.579223912549
nunchaku_15,nunchaku_12,903.199313551555
nunchaku_15,nunchaku_13,271.090390829332
nunchaku_15,nunchaku_14,682.143679879833
nunchaku_16,nunchaku_1,472.229816932391
nunchaku_16,nunchaku_2,462.352679239561
nunchaku_16,nunchaku_3,141.031911282518
nunchaku_16,nunchaku_4,689.014513635235
nunchaku_16,nunchaku_5,496.855109664779
nunchaku_16,nunchaku_6,394.727754281353
nunchaku_16,nunchaku_7,518.205557669927
nunchaku_16,nunchaku_8,920.201064985256
nunchaku_16,nunchaku_9,853.578936010021
nunchaku_16,nunchaku_10,51.6236379965612
nunchaku_16,nunchaku_11,575.295576204094
nunchaku_16,nunchaku_12,427.968456781572
nunchaku_16,nunchaku_13,840.059521700695
nunchaku_16,nunchaku_14,323.447059037488
nunchaku_16,nunchaku_15,886.301303169526
nunchaku_2,nunchaku_1,949.906311169686
nunchaku_3,nunchaku_1,692.881663778166
nunchaku_3,nunchaku_2,432.334361345475
nunchaku_4,nunchaku_1,473.237783783163
nunchaku_4,nunchaku_2,674.471645067456
nunchaku_4,nunchaku_3,664.723250684072
nunchaku_5,nunchaku_1,531.008474508647
nunchaku_5,nunchaku_2,736.144007650677
nunchaku_5,nunchaku_3,314.682379551191
nunchaku_5,nunchaku_4,724.356265935486
nunchaku_6,nunchaku_1,168.0476123008
nunchaku_6,nunchaku_2,848.590596224116
nunchaku_6,nunchaku_3,543.703043949544
nunchaku_6,nunchaku_4,503.438178925675
nunchaku_6,nunchaku_5,363.067486839568
nunchaku_7,nunchaku_1,1200.01541656764
nunchaku_7,nunchaku_2,305.0
nunchaku_7,nunchaku_3,737.196039056098
nunchaku_7,nunchaku_4,839.104880214625
nunchaku_7,nunchaku_5,1039.92932452162
nunchaku_7,nunchaku_6,1120.43786083834
nunchaku_8,nunchaku_1,301.303833364264
nunchaku_8,nunchaku_2,722.220188031323
nunchaku_8,nunchaku_3,598.007525036266
nunchaku_8,nunchaku_4,178.26384939185
nunchaku_8,nunchaku_5,587.212057096923
nunchaku_8,nunchaku_6,327.438543852125
nunchaku_8,nunchaku_7,936.118048111455
nunchaku_9,nunchaku_1,848.155646093334
nunchaku_9,nunchaku_2,191.211924314359
nunchaku_9,nunchaku_3,487.591017144492
nunchaku_9,nunchaku_4,507.655394928489
nunchaku_9,nunchaku_5,749.5665414091
nunchaku_9,nunchaku_6,775.40698990917
nunchaku_9,nunchaku_7,352.274041053269
nunchaku_9,nunchaku_8,586.467390397795
nunchaku_10,nunchaku_1,633.455602232706
nunchaku_10,nunchaku_2,604.119193537169
nunchaku_10,nunchaku_3,172.072659071684
nunchaku_10,nunchaku_4,724.982758415674
nunchaku_10,nunchaku_5,156.473639952549
nunchaku_10,nunchaku_6,468.881648180007
nunchaku_10,nunchaku_7,909.079204470106
nunchaku_10,nunchaku_8,618.283106675251
nunchaku_10,nunchaku_9,645.738337099479
nunchaku_11,nunchaku_1,969.021155599815
nunchaku_11,nunchaku_2,782.562457571279
nunchaku_11,nunchaku_3,1011.66644700712
nunchaku_11,nunchaku_4,501.569536555003
nunchaku_11,nunchaku_5,1172.32418724515
nunchaku_11,nunchaku_6,1003.13209499049
nunchaku_11,nunchaku_7,751.750623544803
nunchaku_11,nunchaku_8,679.830861317725
nunchaku_11,nunchaku_9,599.241186835484
nunchaku_11,nunchaku_10,1128.34214669133
nunchaku_12,nunchaku_1,640.112490114042
nunchaku_12,nunchaku_2,627.345200029457
nunchaku_12,nunchaku_3,724.356956203224
nunchaku_12,nunchaku_4,167.026943934205
nunchaku_12,nunchaku_5,841.604420140484
nunchaku_12,nunchaku_6,660.98108898818
nunchaku_12,nunchaku_7,735.443403668834
nunchaku_12,nunchaku_8,342.344855372474
nunchaku_12,nunchaku_9,441.026076326559
nunchaku_12,nunchaku_10,816.035538441801
nunchaku_12,nunchaku_11,343.351132224724
nunchaku_13,nunchaku_1,661.453702083524
nunchaku_13,nunchaku_2,288.522096207552
nunchaku_13,nunchaku_3,297.038718015009
nunchaku_13,nunchaku_4,436.656615660407
nunchaku_13,nunchaku_5,525.848837594988
nunchaku_13,nunchaku_6,566.1740015225
nunchaku_13,nunchaku_7,556.102508535971
nunchaku_13,nunchaku_8,445.179738981908
nunchaku_13,nunchaku_9,227.008810401711
nunchaku_13,nunchaku_10,435.197656243689
nunchaku_13,nunchaku_11,716.369318159286
nunchaku_13,nunchaku_12,450.849198735009
nunchaku_14,nunchaku_1,769.156030984611
nunchaku_14,nunchaku_2,249.128480908948
nunchaku_14,nunchaku_3,184.699756361507
nunchaku_14,nunchaku_4,616.03977144337
nunchaku_14,nunchaku_5,488.046104379494
nunchaku_14,nunchaku_6,643.47882638048
nunchaku_14,nunchaku_7,554.057758721959
nunchaku_14,nunchaku_8,600.607192764123
nunchaku_14,nunchaku_9,316.311555274226
nunchaku_14,nunchaku_10,355.56293395122
nunchaku_14,nunchaku_11,881.499290980997
nunchaku_14,nunchaku_12,633.536897110184
nunchaku_14,nunchaku_13,183.635508548864
nunchaku_15,nunchaku_1,513.24945202114
nunchaku_15,nunchaku_2,473.367721755508
nunchaku_15,nunchaku_3,206.009708509089
nunchaku_15,nunchaku_4,470.009574370565
nunchaku_15,nunchaku_5,318.001572323157
nunchaku_15,nunchaku_6,384.948048442904
nunchaku_15,nunchaku_7,762.785684186587
nunchaku_15,nunchaku_8,392.031886458232
nunchaku_15,nunchaku_9,443.004514649682
nunchaku_15,nunchaku_10,263.250830957853
nunchaku_15,nunchaku_11,867.97292584504
nunchaku_15,nunchaku_12,552.855315611598
nunchaku_15,nunchaku_13,216.0
nunchaku_15,nunchaku_14,258.81653733871
nunchaku_16,nunchaku_1,372.162598873127
nunchaku_16,nunchaku_2,756.103828848922
nunchaku_16,nunchaku_3,382.507516266021
nunchaku_16,nunchaku_4,602.671552340079
nunchaku_16,nunchaku_5,159.615162187055
nunchaku_16,nunchaku_6,204.120062708201
nunchaku_16,nunchaku_7,1050.09428148143
nunchaku_16,nunchaku_8,449.284987507929
nunchaku_16,nunchaku_9,728.45384205178
nunchaku_16,nunchaku_10,273.855801472235
nunchaku_16,nunchaku_11,1076.95171665214
nunchaku_16,nunchaku_12,736.951151705457
nunchaku_16,nunchaku_13,502.298715905187
nunchaku_16,nunchaku_14,521.921450028642
nunchaku_16,nunchaku_15,288.027776438315
nunchaku_2,nunchaku_1,79.4040301244213
nunchaku_3,nunchaku_1,381.886108676396
nunchaku_3,nunchaku_2,305.01475374152
nunchaku_4,nunchaku_1,727.213861254033
nunchaku_4,nunchaku_2,650.277633015314
nunchaku_4,nunchaku_3,345.370815211708
nunchaku_5,nunchaku_1,836.002392341075
nunchaku_5,nunchaku_2,757.921499892964
nunchaku_5,nunchaku_3,455.057139269345
nunchaku_5,nunchaku_4,119.079805172834
nunchaku_6,nunchaku_1,888.878506883815
nunchaku_6,nunchaku_2,811.026510047606
nunchaku_6,nunchaku_3,507.442607592228
nunchaku_6,nunchaku_4,166.027106220641
nunchaku_6,nunchaku_5,54.4518135602479
nunchaku_7,nunchaku_1,535.994402955852
nunchaku_7,nunchaku_2,457.739008606433
nunchaku_7,nunchaku_3,157.190966661574
nunchaku_7,nunchaku_4,197.448727521856
nunchaku_7,nunchaku_5,300.216588482382
nunchaku_7,nunchaku_6,353.566118286241
nunchaku_8,nunchaku_1,441.140567166521
nunchaku_8,nunchaku_2,450.681705863462
nunchaku_8,nunchaku_3,652.800122549008
nunchaku_8,nunchaku_4,945.021163784177
nunchaku_8,nunchaku_5,1021.74605455563
nunchaku_8,nunchaku_6,1075.29065838033
nunchaku_8,nunchaku_7,755.386655958391
nunchaku_9,nunchaku_1,435.252800105869
nunchaku_9,nunchaku_2,358.139637571716
nunchaku_9,nunchaku_3,53.4602656184946
nunchaku_9,nunchaku_4,292.138665705175
nunchaku_9,nunchaku_5,401.627937275285
nunchaku_9,nunchaku_6,453.982378512647
nunchaku_9,nunchaku_7,104.92378186093
nunchaku_9,nunchaku_8,691.989884319128
nunchaku_10,nunchaku_1,320.806795439249
nunchaku_10,nunchaku_2,243.248843779369
nunchaku_10,nunchaku_3,62.5139984323511
nunchaku_10,nunchaku_4,407.078616485809
nunchaku_10,nunchaku_5,515.244602106611
nunchaku_10,nunchaku_6,568.072178512555
nunchaku_10,nunchaku_7,215.557416944999
nunchaku_10,nunchaku_8,599.212816952375
nunchaku_10,nunchaku_9,115.004347743901
nunchaku_11,nunchaku_1,774.406224148541
nunchaku_11,nunchaku_2,697.036584405725
nunchaku_11,nunchaku_3,392.563370680455
nunchaku_11,nunchaku_4,49.7694685525172
nunchaku_11,nunchaku_5,69.8927750200262
nunchaku_11,nunchaku_6,116.481758228488
nunchaku_11,nunchaku_7,241.298570240273
nunchaku_11,nunchaku_8,980.315255415318
nunchaku_11,nunchaku_9,339.157780391369
nunchaku_11,nunchaku_10,453.803922415838
nunchaku_12,nunchaku_1,580.262009785235
nunchaku_12,nunchaku_2,583.397805960907
nunchaku_12,nunchaku_3,754.483266878729
nunchaku_12,nunchaku_4,1019.41551881458
nunchaku_12,nunchaku_5,1084.40029509402
nunchaku_12,nunchaku_6,1136.39121784709
nunchaku_12,nunchaku_7,838.843251150058
nunchaku_12,nunchaku_8,142.425419079601
nunchaku_12,nunchaku_9,788.114839347668
nunchaku_12,nunchaku_10,706.057363108692
nunchaku_12,nunchaku_11,1050.13189647777
nunchaku_13,nunchaku_1,243.577503066273
nunchaku_13,nunchaku_2,286.504799261723
nunchaku_13,nunchaku_3,565.650952443289
nunchaku_13,nunchaku_4,899.801089130259
nunchaku_13,nunchaku_5,996.298148146427
nunchaku_13,nunchaku_6,1050.69167694429
nunchaku_13,nunchaku_7,702.353187506115
nunchaku_13,nunchaku_8,238.018906812043
nunchaku_13,nunchaku_9,615.07154055443
nunchaku_13,nunchaku_10,503.917652002785
nunchaku_13,nunchaku_11,942.66908297663
nunchaku_13,nunchaku_12,379.159597003689
nunchaku_14,nunchaku_1,199.10047714659
nunchaku_14,nunchaku_2,120.598507453451
nunchaku_14,nunchaku_3,185.21878954361
nunchaku_14,nunchaku_4,530.046224399344
nunchaku_14,nunchaku_5,637.323308847244
nunchaku_14,nunchaku_6,690.440439140119
nunchaku_14,nunchaku_7,337.148335306583
nunchaku_14,nunchaku_8,510.154878443792
nunchaku_14,nunchaku_9,238.008403212996
nunchaku_14,nunchaku_10,123.00406497348
nunchaku_14,nunchaku_11,576.586506952773
nunchaku_14,nunchaku_12,629.864271093384
nunchaku_14,nunchaku_13,387.552577078259
nunchaku_15,nunchaku_1,145.523194027619
nunchaku_15,nunchaku_2,224.356858598083
nunchaku_15,nunchaku_3,527.099611079348
nunchaku_15,nunchaku_4,872.278051999476
nunchaku_15,nunchaku_5,981.487136950862
nunchaku_15,nunchaku_6,1034.30169679838
nunchaku_15,nunchaku_7,681.513756280825
nunchaku_15,nunchaku_8,439.010250449804
nunchaku_15,nunchaku_9,580.517010948
nunchaku_15,nunchaku_10,466.255294876101
nunchaku_15,nunchaku_11,919.662981749293
nunchaku_15,nunchaku_12,581.055074842308
nunchaku_15,nunchaku_13,202.89159667172
nunchaku_15,nunchaku_14,344.580904868508
nunchaku_16,nunchaku_1,689.789823062069
nunchaku_16,nunchaku_2,613.081560642628
nunchaku_16,nunchaku_3,308.079535185315
nunchaku_16,nunchaku_4,38.0788655293195
nunchaku_16,nunchaku_5,156.108936323325
nunchaku_16,nunchaku_6,204.022057631032
nunchaku_16,nunchaku_7,162.984661855035
nunchaku_16,nunchaku_8,914.945353559435
nunchaku_16,nunchaku_9,255.0
nunchaku_16,nunchaku_10,370.001351348884
nunchaku_16,nunchaku_11,87.5956619930462
nunchaku_16,nunchaku_12,992.476699978392
nunchaku_16,nunchaku_13,864.758925944104
nunchaku_16,nunchaku_14,493.004056778441
nunchaku_16,nunchaku_15,834.748465107903
nunchaku_2,nunchaku_1,470.510361203661
nunchaku_3,nunchaku_1,641.215252469871
nunchaku_3,nunchaku_2,514.432697250087
nunchaku_4,nunchaku_1,796.050877771013
nunchaku_4,nunchaku_2,439.896578754598
nunchaku_4,nunchaku_3,935.266806852462
nunchaku_5,nunchaku_1,113.780490419052
nunchaku_5,nunchaku_2,361.56603822815
nunchaku_5,nunchaku_3,606.007425697078
nunchaku_5,nunchaku_4,685.843276558136
nunchaku_6,nunchaku_1,114.354711315276
nunchaku_6,nunchaku_2,378.207614941846
nunchaku_6,nunchaku_3,640.0
nunchaku_6,nunchaku_4,682.0
nunchaku_6,nunchaku_5,34.132096331752
nunchaku_7,nunchaku_1,551.131563240575
nunchaku_7,nunchaku_2,101.950968607463
nunchaku_7,nunchaku_3,467.633403426231
nunchaku_7,nunchaku_4,467.633403426231
nunchaku_7,nunchaku_5,447.361151643725
nunchaku_7,nunchaku_6,467.633403426231
nunchaku_8,nunchaku_1,809.802445044469
nunchaku_8,nunchaku_2,694.953235836772
nunchaku_8,nunchaku_3,186.89301752607
nunchaku_8,nunchaku_4,1103.65438430697
nunchaku_8,nunchaku_5,785.071971223021
nunchaku_8,nunchaku_6,819.200219726533
nunchaku_8,nunchaku_7,638.600031318509
nunchaku_9,nunchaku_1,750.557792578293
nunchaku_9,nunchaku_2,480.525753732305
nunchaku_9,nunchaku_3,202.074243781834
nunchaku_9,nunchaku_4,847.005312852287
nunchaku_9,nunchaku_5,688.102463300343
nunchaku_9,nunchaku_6,719.912494682514
nunchaku_9,nunchaku_7,400.555863769337
nunchaku_9,nunchaku_8,283.550700933713
nunchaku_10,nunchaku_1,696.761078132239
nunchaku_10,nunchaku_2,226.433213111504
nunchaku_10,nunchaku_3,602.611815350479
nunchaku_10,nunchaku_4,362.415507394482
nunchaku_10,nunchaku_5,586.850918036259
nunchaku_10,nunchaku_6,601.548834260362
nunchaku_10,nunchaku_7,169.002958553985
nunchaku_10,nunchaku_8,756.904221153509
nunchaku_10,nunchaku_9,488.979549674626
nunchaku_11,nunchaku_1,697.51845853712
nunchaku_11,nunchaku_2,325.85886515484
nunchaku_11,nunchaku_3,825.196340273029
nunchaku_11,nunchaku_4,114.127122105133
nunchaku_11,nunchaku_5,585.376801726888
nunchaku_11,nunchaku_6,584.59302082731
nunchaku_11,nunchaku_7,358.198269119213
nunchaku_11,nunchaku_8,996.397511036634
nunchaku_11,nunchaku_9,746.199035110606
nunchaku_11,nunchaku_10,273.642102023793
nunchaku_12,nunchaku_1,831.11310902909
nunchaku_12,nunchaku_2,446.847848825526
nunchaku_12,nunchaku_3,926.498785752038
nunchaku_12,nunchaku_4,62.1288982680363
nunchaku_12,nunchaku_5,719.225277642548
nunchaku_12,nunchaku_6,717.885784787525
nunchaku_12,nunchaku_7,460.921902278466
nunchaku_12,nunchaku_8,1089.67931062308
nunchaku_12,nunchaku_9,826.027844566998
nunchaku_12,nunchaku_10,337.231374578345
nunchaku_12,nunchaku_11,134.033577882559
nunchaku_13,nunchaku_1,820.424889919851
nunchaku_13,nunchaku_2,560.771789590026
nunchaku_13,nunchaku_3,227.846439515741
nunchaku_13,nunchaku_4,918.987486313062
nunchaku_13,nunchaku_5,762.538523617004
nunchaku_13,nunchaku_6,794.829541474145
nunchaku_13,nunchaku_7,479.108547199901
nunchaku_13,nunchaku_8,248.919665755842
nunchaku_13,nunchaku_9,80.6225774829855
nunchaku_13,nunchaku_10,558.337711425621
nunchaku_13,nunchaku_11,820.446829477694
nunchaku_13,nunchaku_12,895.433972998568
nunchaku_14,nunchaku_1,465.75959464084
nunchaku_14,nunchaku_2,122.80065146407
nunchaku_14,nunchaku_3,391.649077619238
nunchaku_14,nunchaku_4,555.547477719051
nunchaku_14,nunchaku_5,371.227692932518
nunchaku_14,nunchaku_6,396.521121757719
nunchaku_14,nunchaku_7,111.04053313993
nunchaku_14,nunchaku_8,572.831563376181
nunchaku_14,nunchaku_9,371.651718682963
nunchaku_14,nunchaku_10,280.028569970994
nunchaku_14,nunchaku_11,442.411573085515
nunchaku_14,nunchaku_12,556.450357174834
nunchaku_14,nunchaku_13,452.24440295044
nunchaku_15,nunchaku_1,904.756873419594
nunchaku_15,nunchaku_2,652.092784809033
nunchaku_15,nunchaku_3,287.516956021728
nunchaku_15,nunchaku_4,1000.61680977285
nunchaku_15,nunchaku_5,850.696773239443
nunchaku_15,nunchaku_6,883.326666641509
nunchaku_15,nunchaku_7,568.567498191728
nunchaku_15,nunchaku_8,243.772434864978
nunchaku_15,nunchaku_9,172.742583053513
nunchaku_15,nunchaku_10,638.495888788644
nunchaku_15,nunchaku_11,904.714872211129
nunchaku_15,nunchaku_12,974.339776464042
nunchaku_15,nunchaku_13,92.1954445729289
nunchaku_15,nunchaku_14,544.394158675495
nunchaku_16,nunchaku_1,158.417170786503
nunchaku_16,nunchaku_2,324.450304361084
nunchaku_16,nunchaku_3,517.015473656253
nunchaku_16,nunchaku_4,696.939739145358
nunchaku_16,nunchaku_5,89.0056178002265
nunchaku_16,nunchaku_6,123.065023463208
nunchaku_16,nunchaku_7,397.283274251509
nunchaku_16,nunchaku_8,696.2557001562
nunchaku_16,nunchaku_9,603.7391820977
nunchaku_16,nunchaku_10,550.10180875907
nunchaku_16,nunchaku_11,589.932199494145
nunchaku_16,nunchaku_12,723.492225251937
nunchaku_16,nunchaku_13,676.920231637377
nunchaku_16,nunchaku_14,307.824625395695
nunchaku_16,nunchaku_15,764.233603029859
nunchaku_2,nunchaku_1,120.805629007923
nunchaku_3,nunchaku_1,179.002793274295
nunchaku_3,nunchaku_2,58.309518948453
nunchaku_4,nunchaku_1,97.6933979345585
nunchaku_4,nunchaku_2,218.288799529431
nunchaku_4,nunchaku_3,276.568255589827
nunchaku_5,nunchaku_1,377.153814775882
nunchaku_5,nunchaku_2,261.451716383733
nunchaku_5,nunchaku_3,205.97329924046
nunchaku_5,nunchaku_4,473.937759626726
nunchaku_6,nunchaku_1,330.904820152261
nunchaku_6,nunchaku_2,217.86234185834
nunchaku_6,nunchaku_3,164.924225024706
nunchaku_6,nunchaku_4,427.076105629898
nunchaku_6,nunchaku_5,49.2442890089805
nunchaku_7,nunchaku_1,252.446033836937
nunchaku_7,nunchaku_2,155.862118553547
nunchaku_7,nunchaku_3,121.264174429219
nunchaku_7,nunchaku_4,344.692616689131
nunchaku_7,nunchaku_5,145.120639469374
nunchaku_7,nunchaku_6,96.2548700066651
nunchaku_8,nunchaku_1,683.005856490265
nunchaku_8,nunchaku_2,795.812163767305
nunchaku_8,nunchaku_3,852.263456919279
nunchaku_8,nunchaku_4,590.658107537686
nunchaku_8,nunchaku_5,1057.24358593467
nunchaku_8,nunchaku_6,1012.63270735247
nunchaku_8,nunchaku_7,934.768420519221
nunchaku_9,nunchaku_1,308.111992626058
nunchaku_9,nunchaku_2,428.841462547641
nunchaku_9,nunchaku_3,486.864457523857
nunchaku_9,nunchaku_4,211.624667749296
nunchaku_9,nunchaku_5,678.471812236883
nunchaku_9,nunchaku_6,630.286442817867
nunchaku_9,nunchaku_7,541.590251020086
nunchaku_9,nunchaku_8,424.65044448346
nunchaku_10,nunchaku_1,418.24872982473
nunchaku_10,nunchaku_2,300.935208973626
nunchaku_10,nunchaku_3,244.200737099625
nunchaku_10,nunchaku_4,515.414396384113
nunchaku_10,nunchaku_5,43.7378554572581
nunchaku_10,nunchaku_6,92.9623579735368
nunchaku_10,nunchaku_7,188.798834742167
nunchaku_10,nunchaku_8,1096.44379700922
nunchaku_10,nunchaku_9,721.016643358529
nunchaku_11,nunchaku_1,27.1661554144122
nunchaku_11,nunchaku_2,147.52626884728
nunchaku_11,nunchaku_3,205.572371684524
nunchaku_11,nunchaku_4,72.069410986909
nunchaku_11,nunchaku_5,401.876846807576
nunchaku_11,nunchaku_6,355.105618091294
nunchaku_11,nunchaku_7,274.052914598623
nunchaku_11,nunchaku_8,660.715521234366
nunchaku_11,nunchaku_9,281.320102374502
nunchaku_11,nunchaku_10,443.353132389972
nunchaku_12,nunchaku_1,159.411417407913
nunchaku_12,nunchaku_2,279.860679624702
nunchaku_12,nunchaku_3,338.162682743084
nunchaku_12,nunchaku_4,61.7413961617325
nunchaku_12,nunchaku_5,535.474555884778
nunchaku_12,nunchaku_6,488.42809092025
nunchaku_12,nunchaku_7,404.802420941377
nunchaku_12,nunchaku_8,532.474412530781
nunchaku_12,nunchaku_9,152.069063257456
nunchaku_12,nunchaku_10,577.06152185014
nunchaku_12,nunchaku_11,133.7235955245
nunchaku_13,nunchaku_1,401.011221788119
nunchaku_13,nunchaku_2,521.432641862782
nunchaku_13,nunchaku_3,579.74132162543
nunchaku_13,nunchaku_4,303.318314646511
nunchaku_13,nunchaku_5,775.967138479459
nunchaku_13,nunchaku_6,728.354309385206
nunchaku_13,nunchaku_7,641.626838590781
nunchaku_13,nunchaku_8,323.834834444968
nunchaku_13,nunchaku_9,103.966340706981
nunchaku_13,nunchaku_10,817.959656706857
nunchaku_13,nunchaku_11,375.073326164365
nunchaku_13,nunchaku_12,241.615396860382
nunchaku_14,nunchaku_1,31.3049516849971
nunchaku_14,nunchaku_2,101.400197238467
nunchaku_14,nunchaku_3,158.069604921376
nunchaku_14,nunchaku_4,123.174672721303
nunchaku_14,nunchaku_5,350.925918108082
nunchaku_14,nunchaku_6,303.911171232648
nunchaku_14,nunchaku_7,222.874404093427
nunchaku_14,nunchaku_8,711.950138703547
nunchaku_14,nunchaku_9,329.880281314297
nunchaku_14,nunchaku_10,392.662705129988
nunchaku_14,nunchaku_11,51.4003891035856
nunchaku_14,nunchaku_12,184.564351920949
nunchaku_14,nunchaku_13,425.339864108691
nunchaku_15,nunchaku_1,504.325291850409
nunchaku_15,nunchaku_2,623.039324601586
nunchaku_15,nunchaku_3,681.124070929812
nunchaku_15,nunchaku_4,407.489877174881
nunchaku_15,nunchaku_5,881.354071868962
nunchaku_15,nunchaku_6,834.559764187083
nunchaku_15,nunchaku_7,750.416550990182
nunchaku_15,nunchaku_8,210.230825522805
nunchaku_15,nunchaku_9,219.328520717211
nunchaku_15,nunchaku_10,922.572490376773
nunchaku_15,nunchaku_11,479.510166732677
nunchaku_15,nunchaku_12,346.208029947314
nunchaku_15,nunchaku_13,115.801554393713
